IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT
6102340,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,576.96 "
6102341,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,576.96 "
6102345,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,776.00 "
6102350,GENERAL SUPPLY,Supply/Implant,$167.81 
6102351,GENERAL SUPPLY,Supply/Implant,"$1,146.88 "
6102356,SUPPLY IMPLANT,Supply/Implant,"$1,190.40 "
6102358,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$576.00 
6102367,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6102368,STERILE SUPPLY,Supply/Implant,$371.20 
6102370,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,928.64 "
6102371,GENERAL SUPPLY,Supply/Implant,$243.20 
6102372,GENERAL SUPPLY,Supply/Implant,$202.62 
6102379,SUPPLY IMPLANT,Supply/Implant,"$33,095.68 "
6102380,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$788.74 
6102383,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$48,640.00 "
6102385,SUPPLY IMPLANT,Supply/Implant,"$2,624.00 "
6102386,SUPPLY IMPLANT,Supply/Implant,"$2,624.00 "
6102387,SUPPLY IMPLANT,Supply/Implant,"$2,624.00 "
6102388,SUPPLY IMPLANT,Supply/Implant,"$7,155.71 "
6102390,"CATHETER, GUIDING",Supply/Implant,"$7,811.48 "
6102396,GENERAL SUPPLY,Supply/Implant,$158.59 
6102398,STERILE SUPPLY,Supply/Implant,$221.44 
6102411,STERILE SUPPLY,Supply/Implant,$888.19 
6102425,"INTRO/SHEATH, NON-LASER",Supply/Implant,$605.57 
6102429,GENERAL SUPPLY,Supply/Implant,$142.11 
6102438,"CATHETER, URETERAL",Supply/Implant,$197.38 
6102439,"CATHETER, URETERAL",Supply/Implant,$197.38 
6102440,STERILE SUPPLY,Supply/Implant,$208.13 
6102455,STERILE SUPPLY,Supply/Implant,$128.26 
6102459,STERILE SUPPLY,Supply/Implant,$596.48 
6102477,STERILE SUPPLY,Supply/Implant,$130.44 
6102479,STERILE SUPPLY,Supply/Implant,$156.80 
6102488,STERILE SUPPLY,Supply/Implant,"$3,487.74 "
6102495,GENERAL SUPPLY,Supply/Implant,"$6,952.70 "
6102497,STERILE SUPPLY,Supply/Implant,$196.99 
6102500,GENERAL SUPPLY,Supply/Implant,$157.36 
6102505,SUPPLY IMPLANT,Supply/Implant,$392.83 
6102506,SUPPLY IMPLANT,Supply/Implant,$668.03 
6102507,STERILE SUPPLY,Supply/Implant,$273.97 
6102508,SUPPLY IMPLANT,Supply/Implant,"$1,092.61 "
6102509,STERILE SUPPLY,Supply/Implant,"$2,307.20 "
6102510,SUPPLY IMPLANT,Supply/Implant,"$1,540.61 "
6102511,GENERAL SUPPLY,Supply/Implant,$342.40 
6102512,SUPPLY IMPLANT,Supply/Implant,$240.38 
6102516,SUPPLY IMPLANT,Supply/Implant,"$34,975.49 "
6102523,SUPPLY IMPLANT,Supply/Implant,$768.00 
6102527,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$409.60 
6102528,SUPPLY IMPLANT,Supply/Implant,"$4,523.14 "
6102530,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,734.08 "
6102531,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,734.08 "
6102532,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$26,972.16 "
6102533,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$583.68 
6102536,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,734.08 "
6102538,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,570.24 "
6102540,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,570.24 "
6102551,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$32,952.32 "
6102554,SUPPLY IMPLANT,Supply/Implant,$396.80 
6102555,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102556,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102557,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102558,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102559,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102560,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102561,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102562,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102563,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102564,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102565,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102566,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102567,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102568,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6102572,"CATH, BAL DIL, NON-VASCULAR",Supply/Implant,"$5,760.00 "
6102573,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$5,760.00 "
6102575,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$10,240.00 "
6102579,SUPPLY IMPLANT,Supply/Implant,"$5,693.44 "
6102580,SUPPLY IMPLANT,Supply/Implant,"$7,328.51 "
6102586,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,734.08 "
6102587,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$32,952.32 "
6102589,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102590,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102591,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102592,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102602,STERILE SUPPLY,Supply/Implant,"$6,123.52 "
6102603,SUPPLY IMPLANT,Supply/Implant,"$1,967.10 "
6102604,SUPPLY IMPLANT,Supply/Implant,"$4,032.00 "
6102605,SUPPLY IMPLANT,Supply/Implant,"$4,032.00 "
6102606,SUPPLY IMPLANT,Supply/Implant,"$7,680.00 "
6102608,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102609,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102610,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$471.04 
6102612,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$9,943.04 "
6102613,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$9,943.04 "
6102614,SUPPLY IMPLANT,Supply/Implant,"$1,576.96 "
6102616,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$583.68 
6102620,SUPPLY IMPLANT,Supply/Implant,"$18,714.62 "
6102624,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$583.68 
6102626,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,010.56 "
6102627,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,010.56 "
6102628,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$17,280.00 "
6102629,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6102630,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6102634,"CATHETER, GUIDING",Supply/Implant,"$3,392.00 "
6102637,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$12,800.00 "
6102641,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$12,800.00 "
6102642,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,424.64 "
6102643,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6102649,SUPPLY IMPLANT,Supply/Implant,"$1,594.88 "
6102653,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$3,776.00 "
6102656,SUPPLY IMPLANT,Supply/Implant,$367.36 
6102657,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$851.20 
6102662,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,876.16 "
6102663,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,920.00 "
6102664,SUPPLY IMPLANT,Supply/Implant,"$7,328.51 "
6102673,SUPPLY IMPLANT,Supply/Implant,"$5,158.91 "
6102684,SUPPLY IMPLANT,Supply/Implant,"$1,457.66 "
6102685,SUPPLY IMPLANT,Supply/Implant,"$2,634.24 "
6102687,SUPPLY IMPLANT,Supply/Implant,$193.66 
6102688,SUPPLY IMPLANT,Supply/Implant,$539.14 
6102696,"CATHETER, GUIDING",Supply/Implant,"$1,632.00 "
6102698,STERILE SUPPLY,Supply/Implant,$261.63 
6102699,STERILE SUPPLY,Supply/Implant,$332.80 
6102700,SUPPLY IMPLANT,Supply/Implant,"$9,907.71 "
6102703,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$636.16 
6102706,SUPPLY IMPLANT,Supply/Implant,"$1,658.88 "
6102707,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,496.00 "
6102708,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,496.00 "
6102709,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,496.00 "
6102711,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$13,888.00 "
6102712,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$10,778.88 "
6102713,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$11,370.24 "
6102717,"CATH, DRAINAGE",Supply/Implant,$312.83 
6102719,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,240.00 "
6102735,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$7,680.00 "
6102738,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$6,558.72 "
6102739,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$6,558.72 "
6102753,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6102754,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6102755,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6102757,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6102758,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6102759,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6102766,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,585.92 "
6102767,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,585.92 "
6102777,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$519.68 
6102778,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$636.16 
6102785,SUPPLY IMPLANT,Supply/Implant,"$1,067.19 "
6102786,IMPL EXT ACCESS CATH,Supply/Implant,"$2,368.00 "
6102787,IMPL EXT ACCESS CATH,Supply/Implant,"$2,368.00 "
6102789,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,368.00 "
6102792,SUPPLY IMPLANT,Supply/Implant,"$1,228.80 "
6102793,SUPPLY IMPLANT,Supply/Implant,"$3,897.98 "
6102796,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$26,039.81 "
6102797,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$24,690.94 "
6102800,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,965.76 "
6102812,SUPPLY IMPLANT,Supply/Implant,"$1,788.16 "
6102813,"CATHETER, URETERAL",Supply/Implant,$499.20 
6102824,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$2,048.00 "
6102828,SUPPLY IMPLANT,Supply/Implant,$416.00 
6102840,SUPPLY IMPLANT,Supply/Implant,"$7,296.00 "
6102843,SUPPLY IMPLANT,Supply/Implant,"$3,690.62 "
6102846,GUIDE WIRE,Supply/Implant,"$1,227.52 "
6102848,INTERSPINOUS IMPLANT,Supply/Implant,"$76,800.00 "
6102851,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,007.04 "
6102852,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$17,280.00 "
6102855,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$9,600.00 "
6102856,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,764.80 "
6102857,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$32,617.34 "
6102858,SUPPLY IMPLANT,Supply/Implant,"$4,396.80 "
6102861,"INTRO/SHEATH, NON-LASER",Supply/Implant,$704.00 
6102863,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$1,523.58 "
6102866,SUPPLY IMPLANT,Supply/Implant,"$2,114.56 "
6102871,SUPPLY IMPLANT,Supply/Implant,"$1,273.22 "
6102872,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$19,494.40 "
6102873,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,570.24 "
6102875,GENERAL SUPPLY,Supply/Implant,$223.36 
6102876,SUPPLY IMPLANT,Supply/Implant,"$19,169.28 "
6102879,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,962.24 "
6102882,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,007.04 "
6102884,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,007.04 "
6102886,"CATH, HEMODIALYSIS,LONG-TERM",Supply/Implant,"$2,546.94 "
6102887,GUIDE WIRE,Supply/Implant,$635.39 
6102895,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$10,540.80 "
6102898,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$11,012.35 "
6102899,STERILE SUPPLY,Supply/Implant,$408.58 
6102900,STERILE SUPPLY,Supply/Implant,$768.00 
6102909,SUPPLY IMPLANT,Supply/Implant,$194.56 
6102910,STERILE SUPPLY,Supply/Implant,$579.20 
6102915,STERILE SUPPLY,Supply/Implant,$261.64 
6102928,STERILE SUPPLY,Supply/Implant,$349.70 
6102929,STERILE SUPPLY,Supply/Implant,$570.20 
6102950,STERILE SUPPLY,Supply/Implant,$356.75 
6102959,STERILE SUPPLY,Supply/Implant,$160.00 
6102971,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,965.76 "
6102972,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$519.68 
6102974,SUPPLY IMPLANT,Supply/Implant,"$4,612.61 "
6102979,"GRAFT, VASCULAR",Supply/Implant,"$18,509.95 "
6102985,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,989.12 "
6102988,SUPPLY IMPLANT,Supply/Implant,"$3,521.28 "
6102989,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,057.28 "
6102990,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,470.59 "
6102991,SUPPLY IMPLANT,Supply/Implant,"$25,527.04 "
6102997,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$10,778.88 "
6102999,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,734.08 "
6103001,SUPPLY IMPLANT,Supply/Implant,"$23,188.48 "
6103004,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,734.08 "
6103005,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,132.16 "
6103007,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,150.40 "
6103008,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,347.52 "
6103009,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6103023,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,570.24 "
6103026,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6103028,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,559.04 "
6103029,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,347.52 "
6103030,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$11,370.24 "
6103033,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,559.04 "
6103037,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,132.16 "
6103041,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,347.52 "
6103044,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,007.04 "
6103045,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$241.92 
6103046,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$6,209.28 "
6103048,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$779.52 
6103049,SUPPLY IMPLANT,Supply/Implant,"$22,426.88 "
6103050,SUPPLY IMPLANT,Supply/Implant,"$6,191.36 "
6103051,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,469.95 "
6103088,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,008.00 "
6103090,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,008.00 "
6103094,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$14,080.00 "
6103096,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,008.00 "
6103097,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,008.00 "
6103098,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$14,080.00 "
6103100,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$12,800.00 "
6103102,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,008.00 "
6103103,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,008.00 "
6103105,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$11,904.00 "
6103106,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$11,904.00 "
6103121,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$14,848.00 "
6103124,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$10,540.80 "
6103129,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$27,520.00 "
6103136,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,368.00 "
6103151,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$10,240.00 "
6103162,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$9,600.00 "
6103165,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,368.00 "
6103168,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,368.00 "
6103169,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$2,368.00 "
6103170,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$3,776.00 "
6103171,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6103172,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6103174,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6103177,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6103178,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6103179,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$1,216.00 "
6103190,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$12,544.00 "
6103213,SUPPLY IMPLANT,Supply/Implant,$576.00 
6103215,SUPPLY IMPLANT,Supply/Implant,$483.17 
6103217,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$1,171.07 "
6103225,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$6,476.80 "
6103227,SUPPLY IMPLANT,Supply/Implant,"$3,801.60 "
6103228,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$6,668.80 "
6103230,"CONN TISS, NON-HUMAN",Supply/Implant,"$37,440.00 "
6103233,GUIDE WIRE,Supply/Implant,"$2,448.00 "
6103237,"GRAFT, VASCULAR",Supply/Implant,"$28,736.00 "
6103238,"GRAFT, VASCULAR",Supply/Implant,"$21,401.60 "
6103241,SUPPLY IMPLANT,Supply/Implant,"$1,199.74 "
6103242,SUPPLY IMPLANT,Supply/Implant,$521.47 
6103243,SUPPLY IMPLANT,Supply/Implant,"$1,094.27 "
6103244,SUPPLY IMPLANT,Supply/Implant,$154.24 
6103246,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,388.80 "
6103248,STERILE SUPPLY,Supply/Implant,$384.00 
6103249,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,760.00 "
6103257,SUPPLY IMPLANT,Supply/Implant,"$1,920.00 "
6103258,STERILE SUPPLY,Supply/Implant,$601.60 
6103259,SUPPLY IMPLANT,Supply/Implant,$576.00 
6103271,"STENT, COATED/COV W/DEL SYS",Supply/Implant,"$121,296.00 "
6103280,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$18,923.52 "
6103285,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$19,529.60 "
6103300,GENERAL SUPPLY,Supply/Implant,"$1,109.25 "
6103313,STERILE SUPPLY,Supply/Implant,$280.45 
6103318,SUPPLY IMPLANT,Supply/Implant,"$2,496.00 "
6103319,SUPPLY IMPLANT,Supply/Implant,"$1,920.00 "
6103330,STERILE SUPPLY,Supply/Implant,$339.20 
6103334,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$7,360.00 "
6103337,SUPPLY IMPLANT,Supply/Implant,"$1,254.40 "
6103338,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$17,280.00 "
6103342,SUPPLY IMPLANT,Supply/Implant,"$1,856.00 "
6103345,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,212.80 "
6103346,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$20,160.00 "
6103351,CATH EP 19 OR FEW ELECTRODES,Supply/Implant,"$2,188.80 "
6103352,STERILE SUPPLY,Supply/Implant,"$4,377.60 "
6103363,STERILE SUPPLY,Supply/Implant,"$1,177.60 "
6103364,STERILE SUPPLY,Supply/Implant,"$1,177.60 "
6103365,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,660.80 "
6103367,STERILE SUPPLY,Supply/Implant,"$8,952.32 "
6103368,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,052.80 "
6103369,SUPPLY IMPLANT,Supply/Implant,"$22,080.00 "
6103370,"CATH, TRANS ATHEREC,ROTATION",Supply/Implant,"$43,456.00 "
6103372,SUPPLY IMPLANT,Supply/Implant,$925.44 
6103380,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$8,000.00 "
6103384,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$10,624.00 "
6103388,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$10,624.00 "
6103391,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$6,387.20 "
6103392,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$421.12 
6103403,SUPPLY IMPLANT,Supply/Implant,$972.80 
6103409,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,305.60 "
6103417,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103419,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103422,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103423,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103426,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103427,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103428,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103429,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103430,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103431,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103432,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103433,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$64,128.00 "
6103438,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103439,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103440,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103441,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103442,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103443,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103451,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103453,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103454,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103455,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103456,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103457,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103458,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103459,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103462,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$70,400.00 "
6103471,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$74,240.00 "
6103472,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$74,240.00 "
6103476,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$74,240.00 "
6103490,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$74,240.00 "
6103491,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$74,240.00 "
6103502,"PMKR, OTHER THAN SING/DUAL",Supply/Implant,"$97,792.00 "
6103503,"LEAD, CORONARY VENOUS",Supply/Implant,"$30,720.00 "
6103520,SUPPLY IMPLANT,Supply/Implant,"$8,867.84 "
6103526,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$26,039.81 "
6103528,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$4,224.00 "
6103532,GENERAL SUPPLY,Supply/Implant,"$5,183.36 "
6103537,STERILE SUPPLY,Supply/Implant,"$4,619.78 "
6103538,STERILE SUPPLY,Supply/Implant,"$3,182.98 "
6103539,STERILE SUPPLY,Supply/Implant,$399.74 
6103541,"INTRO/SHEATH, NON-LASER",Supply/Implant,$737.28 
6103545,"INTRO/SHEATH, NON-LASER",Supply/Implant,"$1,382.40 "
6103550,"GRAFT, VASCULAR",Supply/Implant,"$31,294.08 "
6103553,GENERAL SUPPLY,Supply/Implant,$340.10 
6103555,SUPPLY IMPLANT,Supply/Implant,$319.23 
6103557,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$22,496.00 "
